Article,Expiry Date,Qty,Value,Inventory Report Date
OFF-PA-10000304,2/28/2025,1,14.42,5/31/2024
OFF-PA-10000304,5/24/2024,0,0,5/31/2024
OFF-PA-10000304,5/24/2024,0,0,5/31/2024
OFF-PA-10000304,6/8/2027,0,0,5/31/2024
OFF-PA-10000304,6/8/2025,0,0,5/31/2024
OFF-PA-10003177,10/30/2026,1,6.25,5/31/2024
OFF-PA-10003177,10/30/2027,1,6.25,5/31/2024
OFF-PA-10003177,2/28/2024,0,0,5/31/2024
OFF-PA-10003177,10/30/2027,5,31.25,5/31/2024
OFF-PA-10003177,2/28/2027,1,6.25,5/31/2024
OFF-PA-10003177,10/30/2026,5,31.25,5/31/2024
OFF-PA-10003177,10/30/2027,4,25,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,9/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/6/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,6/28/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,6/30/2024,0,0,5/31/2024
OFF-PA-10003177,6/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/13/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/14/2027,0,0,5/31/2024
OFF-PA-10003177,5/30/2024,0,0,5/31/2024
OFF-PA-10003177,5/30/2026,0,0,5/31/2024
OFF-PA-10003177,5/30/2027,0,0,5/31/2024
OFF-PA-10003177,5/17/2025,0,0,5/31/2024
OFF-PA-10003177,5/18/2024,0,0,5/31/2024
OFF-PA-10003177,5/18/2025,0,0,5/31/2024
OFF-PA-10003177,5/18/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2027,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/21/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,5/22/2025,0,0,5/31/2024
OFF-PA-10003177,5/23/2024,0,0,5/31/2024
OFF-PA-10003177,5/26/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2027,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,6/4/2027,0,0,5/31/2024
OFF-PA-10003177,6/30/2027,0,0,5/31/2024
OFF-PA-10003177,6/8/2025,0,0,5/31/2024
OFF-PA-10003177,6/30/2025,0,0,5/31/2024
OFF-PA-10003177,6/13/2024,0,0,5/31/2024
OFF-PA-10003177,6/30/2027,0,0,5/31/2024
OFF-PA-10003177,8/30/2024,0,0,5/31/2024
FUR-FU-10003799,11/30/2027,1,6.4,5/31/2024
FUR-FU-10003799,7/30/2026,5,32.02,5/31/2024
FUR-FU-10003799,8/30/2026,6,38.43,5/31/2024
FUR-FU-10003799,7/30/2025,6,38.43,5/31/2024
FUR-FU-10003799,7/30/2026,4,25.62,5/31/2024
FUR-FU-10003799,8/30/2027,6,38.43,5/31/2024
FUR-FU-10003799,8/30/2025,1,6.4,5/31/2024
FUR-FU-10003799,6/30/2027,3,19.21,5/31/2024
FUR-FU-10003799,7/30/2024,6,38.43,5/31/2024
FUR-FU-10003799,7/30/2027,15,96.07,5/31/2024
FUR-FU-10003799,7/30/2025,10,64.04,5/31/2024
FUR-FU-10003799,10/30/2027,4,25.62,5/31/2024
FUR-FU-10003799,8/30/2024,12,76.85,5/31/2024
FUR-FU-10003799,5/30/2025,0,0,5/31/2024
FUR-FU-10003799,5/30/2025,0,0,5/31/2024
FUR-FU-10003799,5/6/2025,0,0,5/31/2024
FUR-FU-10003799,6/30/2025,0,0,5/31/2024
FUR-FU-10003799,7/30/2025,0,0,5/31/2024
FUR-FU-10003799,5/30/2024,0,0,5/31/2024
FUR-FU-10003799,5/13/2024,0,0,5/31/2024
FUR-FU-10003799,5/13/2025,0,0,5/31/2024
FUR-FU-10003799,6/21/2027,0,0,5/31/2024
FUR-FU-10003799,5/17/2024,0,0,5/31/2024
FUR-FU-10003799,6/30/2024,0,0,5/31/2024
FUR-FU-10003799,6/30/2024,0,0,5/31/2024
FUR-FU-10003799,5/21/2025,0,0,5/31/2024
FUR-FU-10003799,5/21/2026,0,0,5/31/2024
FUR-FU-10003799,7/30/2027,0,0,5/31/2024
FUR-FU-10003799,6/30/2026,0,0,5/31/2024
FUR-FU-10003799,6/30/2024,0,0,5/31/2024
FUR-FU-10003799,6/30/2025,0,0,5/31/2024
FUR-FU-10003799,6/30/2024,0,0,5/31/2024
FUR-FU-10003799,6/4/2027,0,0,5/31/2024
FUR-FU-10003799,6/30/2025,0,0,5/31/2024
FUR-FU-10003799,6/6/2027,0,0,5/31/2024
FUR-FU-10003799,6/30/2027,0,0,5/31/2024
FUR-FU-10003799,6/10/2024,0,0,5/31/2024
FUR-FU-10003799,6/10/2024,0,0,5/31/2024
FUR-FU-10003799,7/30/2025,0,0,5/31/2024
FUR-FU-10003799,7/30/2027,0,0,5/31/2024
OFF-BI-10002852,12/30/2026,3,13.56,5/31/2024
OFF-BI-10002852,5/30/2024,0,0,5/31/2024
OFF-BI-10002852,5/30/2027,0,0,5/31/2024
OFF-BI-10002852,5/6/2024,0,0,5/31/2024
OFF-BI-10002852,7/30/2024,0,0,5/31/2024
OFF-BI-10002852,6/13/2027,0,0,5/31/2024
OFF-BI-10004738,9/30/2027,2,10.25,5/31/2024
OFF-BI-10004738,7/30/2025,3,15.38,5/31/2024
OFF-BI-10004738,12/30/2025,7,35.88,5/31/2024
OFF-BI-10004738,7/30/2024,6,30.75,5/31/2024
OFF-BI-10004738,7/30/2027,3,15.38,5/31/2024
OFF-BI-10004738,12/30/2025,2,10.25,5/31/2024
OFF-BI-10004738,12/30/2026,6,30.75,5/31/2024
OFF-BI-10004738,7/30/2024,4,20.5,5/31/2024
OFF-BI-10004738,7/30/2025,4,20.5,5/31/2024
OFF-BI-10004738,5/30/2025,0,0,5/31/2024
OFF-BI-10004738,6/30/2025,0,0,5/31/2024
OFF-BI-10004738,6/30/2024,0,0,5/31/2024
OFF-BI-10004738,6/30/2027,0,0,5/31/2024
OFF-BI-10004738,6/30/2025,0,0,5/31/2024
OFF-BI-10004738,7/30/2026,0,0,5/31/2024
FUR-FU-10000629,5/30/2026,0,0,5/31/2024
FUR-FU-10000629,5/30/2027,0,0,5/31/2024
FUR-FU-10000629,5/30/2025,0,0,5/31/2024
FUR-FU-10000629,5/30/2024,0,0,5/31/2024
FUR-FU-10000629,5/30/2026,0,0,5/31/2024
FUR-FU-10000629,5/30/2024,0,0,5/31/2024
FUR-FU-10000629,5/30/2025,0,0,5/31/2024
FUR-FU-10000629,5/30/2027,0,0,5/31/2024
FUR-FU-10000629,5/30/2027,0,0,5/31/2024
FUR-FU-10000629,6/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,37,271.9,5/31/2024
OFF-BI-10001721,8/30/2024,19,139.62,5/31/2024
OFF-BI-10001721,4/30/2027,19,139.62,5/31/2024
OFF-BI-10001721,4/30/2027,0,0,5/31/2024
OFF-BI-10001721,11/11/2026,3,22.05,5/31/2024
OFF-BI-10001721,12/30/2025,2,14.7,5/31/2024
OFF-BI-10001721,7/30/2027,5,36.74,5/31/2024
OFF-BI-10001721,12/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,4/30/2027,0,0,5/31/2024
OFF-BI-10001721,4/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2025,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2025,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/2/2024,0,0,5/31/2024
OFF-BI-10001721,5/3/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2025,0,0,5/31/2024
OFF-BI-10001721,10/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/6/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2025,0,0,5/31/2024
OFF-BI-10001721,5/8/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2025,0,0,5/31/2024
OFF-BI-10001721,5/9/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/13/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,8/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,6/30/2027,0,0,5/31/2024
OFF-BI-10001721,6/30/2025,0,0,5/31/2024
OFF-BI-10001721,5/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/17/2024,0,0,5/31/2024
OFF-BI-10001721,5/17/2027,0,0,5/31/2024
OFF-BI-10001721,6/30/2027,0,0,5/31/2024
OFF-BI-10001721,6/30/2026,0,0,5/31/2024
OFF-BI-10001721,5/18/2026,0,0,5/31/2024
OFF-BI-10001721,5/18/2027,0,0,5/31/2024
OFF-BI-10001721,5/20/2025,0,0,5/31/2024
OFF-BI-10001721,5/20/2026,0,0,5/31/2024
OFF-BI-10001721,6/30/2024,0,0,5/31/2024
OFF-BI-10001721,4/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/22/2027,0,0,5/31/2024
OFF-BI-10001721,5/22/2025,0,0,5/31/2024
OFF-BI-10001721,5/23/2024,0,0,5/31/2024
OFF-BI-10001721,5/24/2025,0,0,5/31/2024
OFF-BI-10001721,5/24/2024,0,0,5/31/2024
OFF-BI-10001721,5/24/2024,0,0,5/31/2024
OFF-BI-10001721,5/24/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,7/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/24/2026,0,0,5/31/2024
OFF-BI-10001721,5/24/2024,0,0,5/31/2024
OFF-BI-10001721,5/24/2025,0,0,5/31/2024
OFF-BI-10001721,5/25/2024,0,0,5/31/2024
OFF-BI-10001721,5/25/2025,0,0,5/31/2024
OFF-BI-10001721,5/25/2024,0,0,5/31/2024
OFF-BI-10001721,5/28/2027,0,0,5/31/2024
OFF-BI-10001721,5/28/2024,0,0,5/31/2024
OFF-BI-10001721,5/28/2026,0,0,5/31/2024
OFF-BI-10001721,5/28/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2024,0,0,5/31/2024
OFF-BI-10001721,5/30/2027,0,0,5/31/2024
OFF-BI-10001721,4/30/2025,0,0,5/31/2024
OFF-BI-10001721,6/30/2027,0,0,5/31/2024
OFF-BI-10001721,5/31/2024,0,0,5/31/2024
OFF-BI-10001721,5/31/2025,0,0,5/31/2024
OFF-BI-10001721,6/1/2027,0,0,5/31/2024
OFF-BI-10001721,6/30/2024,0,0,5/31/2024
OFF-BI-10001721,4/30/2025,0,0,5/31/2024
OFF-BI-10001721,6/3/2027,0,0,5/31/2024
OFF-BI-10001721,6/3/2026,0,0,5/31/2024
OFF-BI-10001721,6/30/2025,0,0,5/31/2024
OFF-BI-10001721,6/4/2027,0,0,5/31/2024
OFF-BI-10001721,6/6/2027,0,0,5/31/2024
OFF-BI-10001721,6/7/2027,0,0,5/31/2024
OFF-BI-10001721,6/7/2027,0,0,5/31/2024
OFF-BI-10001721,6/30/2025,0,0,5/31/2024
OFF-BI-10001721,6/8/2027,0,0,5/31/2024
OFF-BI-10001721,6/8/2027,0,0,5/31/2024
OFF-BI-10001721,8/30/2026,0,0,5/31/2024
OFF-BI-10001721,6/12/2024,0,0,5/31/2024
OFF-BI-10001721,4/30/2024,0,0,5/31/2024
OFF-BI-10001721,6/15/2025,0,0,5/31/2024
OFF-BI-10001721,6/15/2027,0,0,5/31/2024
OFF-BI-10001721,6/15/2026,0,0,5/31/2024
OFF-AP-10000358,11/30/2024,155,"1,925.28",5/31/2024
OFF-AP-10000358,3/30/2025,256,"3,179.81",5/31/2024
OFF-AP-10000358,3/30/2026,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2027,600,"7,452.68",5/31/2024
OFF-AP-10000358,3/30/2025,633,"7,862.58",5/31/2024
OFF-AP-10000358,3/30/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2025,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2024,480,"5,962.14",5/31/2024
OFF-AP-10000358,3/30/2027,720,"8,943.22",5/31/2024
OFF-AP-10000358,3/30/2024,660,"8,197.95",5/31/2024
OFF-AP-10000358,3/30/2027,6,74.53,5/31/2024
OFF-AP-10000358,8/30/2027,420,"5,216.88",5/31/2024
OFF-AP-10000358,8/28/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2024,576,"7,154.57",5/31/2024
OFF-AP-10000358,8/28/2027,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2027,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2027,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2024,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2025,720,"8,943.22",5/31/2024
OFF-AP-10000358,8/28/2027,156,"1,937.70",5/31/2024
OFF-AP-10000358,7/30/2024,192,"2,384.86",5/31/2024
OFF-AP-10000358,8/30/2027,720,"8,943.22",5/31/2024
OFF-AP-10000358,6/30/2027,2,24.84,5/31/2024
OFF-AP-10000358,5/7/2024,0,0,5/31/2024
OFF-AP-10000358,5/7/2024,0,0,5/31/2024
OFF-AP-10000358,5/30/2027,0,0,5/31/2024
OFF-AP-10000358,5/17/2027,0,0,5/31/2024
OFF-AP-10000358,6/30/2024,0,0,5/31/2024
OFF-AP-10000358,5/30/2025,0,0,5/31/2024
OFF-AP-10000358,5/30/2024,0,0,5/31/2024
OFF-AP-10000358,5/30/2027,0,0,5/31/2024
OFF-AP-10000358,5/30/2026,0,0,5/31/2024
OFF-AP-10000358,6/4/2026,0,0,5/31/2024
OFF-AP-10000358,6/8/2026,0,0,5/31/2024
OFF-AP-10000358,6/15/2025,0,0,5/31/2024
OFF-AP-10000358,6/15/2024,0,0,5/31/2024
OFF-AP-10000358,6/18/2024,0,0,5/31/2024
OFF-PA-10003256,10/30/2024,3,6.55,5/31/2024
OFF-PA-10003256,10/30/2027,3,6.55,5/31/2024
OFF-PA-10003256,10/30/2025,10,21.83,5/31/2024
OFF-PA-10003256,10/30/2025,1,2.18,5/31/2024
OFF-PA-10003256,2/28/2026,1,2.18,5/31/2024
OFF-PA-10003256,6/13/2025,0,0,5/31/2024
OFF-PA-10003256,10/30/2027,0,0,5/31/2024
OFF-PA-10003256,5/2/2026,0,0,5/31/2024
OFF-PA-10003256,5/2/2025,0,0,5/31/2024
OFF-PA-10003256,5/3/2024,0,0,5/31/2024
OFF-PA-10003256,10/30/2026,0,0,5/31/2024
OFF-PA-10003256,5/7/2024,0,0,5/31/2024
OFF-PA-10003256,5/8/2025,0,0,5/31/2024
OFF-PA-10003256,6/30/2024,0,0,5/31/2024
OFF-PA-10003256,10/30/2027,0,0,5/31/2024
OFF-PA-10003256,5/23/2024,0,0,5/31/2024
OFF-PA-10003256,6/30/2024,0,0,5/31/2024
OFF-PA-10003256,6/30/2027,0,0,5/31/2024
OFF-PA-10003256,6/8/2026,0,0,5/31/2024
OFF-PA-10003256,6/8/2026,0,0,5/31/2024
OFF-PA-10003256,2/28/2024,0,0,5/31/2024
OFF-PA-10003256,6/15/2026,0,0,5/31/2024
TEC-AC-10001767,12/30/2027,2,15.84,5/31/2024
TEC-AC-10001767,12/30/2025,2,15.84,5/31/2024
TEC-AC-10001767,8/30/2025,6,47.53,5/31/2024
TEC-AC-10001767,12/30/2025,1,7.92,5/31/2024
TEC-AC-10001767,6/30/2026,3,23.76,5/31/2024
TEC-AC-10001767,6/30/2027,4,31.68,5/31/2024
TEC-AC-10001767,6/30/2025,3,23.76,5/31/2024
TEC-AC-10001767,8/30/2027,5,39.61,5/31/2024
TEC-AC-10001767,8/30/2024,2,15.84,5/31/2024
TEC-AC-10001767,12/30/2027,1,7.92,5/31/2024
TEC-AC-10001767,6/30/2025,6,47.53,5/31/2024
TEC-AC-10001767,6/30/2027,6,47.53,5/31/2024
TEC-AC-10001767,8/30/2025,12,95.05,5/31/2024
TEC-AC-10001767,8/30/2027,3,23.76,5/31/2024
TEC-AC-10001767,5/6/2024,0,0,5/31/2024
TEC-AC-10001767,5/7/2026,0,0,5/31/2024
TEC-AC-10001767,5/7/2027,0,0,5/31/2024
TEC-AC-10001767,5/7/2024,0,0,5/31/2024
TEC-AC-10001767,5/7/2027,0,0,5/31/2024
TEC-AC-10001767,5/7/2027,0,0,5/31/2024
TEC-AC-10001767,6/30/2026,0,0,5/31/2024
TEC-AC-10001767,6/30/2026,0,0,5/31/2024
TEC-AC-10001767,5/9/2024,0,0,5/31/2024
TEC-AC-10001767,5/30/2026,0,0,5/31/2024
TEC-AC-10001767,5/30/2025,0,0,5/31/2024
TEC-AC-10001767,7/30/2025,0,0,5/31/2024
TEC-AC-10001767,5/16/2024,0,0,5/31/2024
TEC-AC-10001767,5/18/2025,0,0,5/31/2024
TEC-AC-10001767,5/30/2025,0,0,5/31/2024
TEC-AC-10001767,5/21/2026,0,0,5/31/2024
TEC-AC-10001767,5/22/2027,0,0,5/31/2024
TEC-AC-10001767,5/24/2026,0,0,5/31/2024
TEC-AC-10001767,5/24/2024,0,0,5/31/2024
TEC-AC-10001767,5/25/2025,0,0,5/31/2024
TEC-AC-10001767,5/25/2025,0,0,5/31/2024
TEC-AC-10001767,5/26/2026,0,0,5/31/2024
TEC-AC-10001767,5/28/2025,0,0,5/31/2024
TEC-AC-10001767,6/30/2024,0,0,5/31/2024
TEC-AC-10001767,5/30/2024,0,0,5/31/2024
TEC-AC-10001767,5/30/2025,0,0,5/31/2024
TEC-AC-10001767,5/30/2024,0,0,5/31/2024
TEC-AC-10001767,6/30/2027,0,0,5/31/2024
TEC-AC-10001767,5/31/2024,0,0,5/31/2024
TEC-AC-10001767,6/1/2026,0,0,5/31/2024
TEC-AC-10001767,6/1/2024,0,0,5/31/2024
TEC-AC-10001767,8/30/2027,0,0,5/31/2024
TEC-AC-10001767,6/3/2027,0,0,5/31/2024
TEC-AC-10001767,6/3/2024,0,0,5/31/2024
TEC-AC-10001767,8/30/2025,0,0,5/31/2024
TEC-AC-10001767,6/5/2024,0,0,5/31/2024
TEC-AC-10001767,6/6/2025,0,0,5/31/2024
TEC-AC-10001767,6/6/2026,0,0,5/31/2024
TEC-AC-10001767,6/6/2024,0,0,5/31/2024
TEC-AC-10001767,6/8/2025,0,0,5/31/2024
TEC-AC-10001767,6/8/2026,0,0,5/31/2024
TEC-AC-10001767,6/8/2024,0,0,5/31/2024
TEC-AC-10001767,6/8/2026,0,0,5/31/2024
TEC-AC-10001767,6/30/2026,0,0,5/31/2024
TEC-AC-10001767,6/11/2026,0,0,5/31/2024
TEC-AC-10001767,6/12/2026,0,0,5/31/2024
TEC-AC-10001767,6/13/2026,0,0,5/31/2024
TEC-AC-10001767,6/14/2024,0,0,5/31/2024
TEC-AC-10001767,6/30/2026,0,0,5/31/2024
TEC-AC-10001767,6/15/2027,0,0,5/31/2024
TEC-AC-10001767,6/30/2027,0,0,5/31/2024
OFF-BI-10002609,7/30/2025,2,14.72,5/31/2024
OFF-BI-10002609,8/30/2024,6,44.16,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/2/2024,0,0,5/31/2024
OFF-BI-10002609,5/3/2025,0,0,5/31/2024
OFF-BI-10002609,5/3/2024,0,0,5/31/2024
OFF-BI-10002609,5/3/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,10/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/7/2026,0,0,5/31/2024
OFF-BI-10002609,5/7/2024,0,0,5/31/2024
OFF-BI-10002609,5/7/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/8/2024,0,0,5/31/2024
OFF-BI-10002609,5/8/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/8/2025,0,0,5/31/2024
OFF-BI-10002609,5/9/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/13/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/30/2025,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,6/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/17/2027,0,0,5/31/2024
OFF-BI-10002609,5/17/2024,0,0,5/31/2024
OFF-BI-10002609,5/17/2027,0,0,5/31/2024
OFF-BI-10002609,6/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/18/2024,0,0,5/31/2024
OFF-BI-10002609,5/18/2026,0,0,5/31/2024
OFF-BI-10002609,5/18/2025,0,0,5/31/2024
OFF-BI-10002609,5/20/2025,0,0,5/31/2024
OFF-BI-10002609,6/30/2027,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/22/2024,0,0,5/31/2024
OFF-BI-10002609,5/22/2026,0,0,5/31/2024
OFF-BI-10002609,6/30/2026,0,0,5/31/2024
OFF-BI-10002609,5/23/2026,0,0,5/31/2024
OFF-BI-10002609,5/24/2026,0,0,5/31/2024
OFF-BI-10002609,5/24/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/24/2025,0,0,5/31/2024
OFF-BI-10002609,6/30/2024,0,0,5/31/2024
OFF-BI-10002609,5/25/2024,0,0,5/31/2024
OFF-BI-10002609,5/25/2027,0,0,5/31/2024
OFF-BI-10002609,5/25/2026,0,0,5/31/2024
OFF-BI-10002609,5/25/2024,0,0,5/31/2024
OFF-BI-10002609,5/26/2024,0,0,5/31/2024
OFF-BI-10002609,5/27/2027,0,0,5/31/2024
